Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas773           Pavarde773          3    6    3    9    6    8    8    1    1    2    8    
Vardas774           Pavarde774          4    6    2    2    8    6    10   3    1    1    6    
Vardas775           Pavarde775          3    9    10   6    4    7    6    8    10   2    9    
Vardas776           Pavarde776          1    10   1    7    5    7    2    6    4    1    1    
Vardas777           Pavarde777          9    3    9    10   2    4    8    3    2    6    3    
Vardas778           Pavarde778          2    9    2    7    7    7    8    4    10   2    8    
Vardas779           Pavarde779          2    4    8    5    2    10   7    5    9    2    1    
Vardas780           Pavarde780          2    6    1    6    6    10   3    6    9    3    10   
Vardas781           Pavarde781          4    2    3    2    5    3    5    7    5    2    8    
Vardas782           Pavarde782          10   4    8    9    10   3    3    4    6    6    8    
Vardas783           Pavarde783          3    3    7    6    9    5    7    9    8    6    2    
Vardas784           Pavarde784          8    3    9    2    9    8    2    8    2    1    8    
Vardas785           Pavarde785          1    2    7    6    8    6    10   9    10   1    4    
Vardas786           Pavarde786          3    1    1    10   7    1    10   7    9    7    2    
Vardas787           Pavarde787          5    4    5    8    10   2    6    4    8    3    9    
Vardas788           Pavarde788          10   4    3    2    6    8    10   5    1    10   10   
Vardas789           Pavarde789          1    5    3    3    4    5    7    8    3    7    1    
Vardas790           Pavarde790          2    9    4    6    7    7    10   8    3    4    8    
Vardas791           Pavarde791          9    8    4    4    10   10   8    1    1    7    3    
Vardas792           Pavarde792          10   9    9    4    3    6    1    3    8    2    6    
Vardas793           Pavarde793          6    8    1    9    4    2    9    1    4    1    1    
Vardas794           Pavarde794          2    6    9    1    1    3    7    4    6    8    2    
Vardas795           Pavarde795          7    6    1    6    5    9    7    5    3    4    1    
Vardas796           Pavarde796          1    10   8    9    6    5    6    6    9    3    5    
Vardas797           Pavarde797          10   7    3    9    4    4    1    7    2    4    6    
Vardas798           Pavarde798          5    6    6    4    8    4    6    4    7    2    3    
Vardas799           Pavarde799          6    10   2    4    7    8    7    10   2    7    2    
Vardas800           Pavarde800          2    6    5    3    6    8    1    9    9    1    3    
Vardas801           Pavarde801          2    2    10   5    5    4    2    6    7    2    9    
Vardas802           Pavarde802          9    4    2    5    9    3    9    7    6    6    3    
Vardas803           Pavarde803          3    2    10   9    8    1    2    9    3    2    3    
Vardas804           Pavarde804          8    3    9    8    3    9    8    4    9    2    7    
Vardas805           Pavarde805          6    2    2    10   3    6    5    2    1    8    1    
Vardas806           Pavarde806          1    9    10   4    2    1    6    3    9    6    6    
Vardas807           Pavarde807          6    6    8    7    2    1    6    8    1    4    8    
Vardas808           Pavarde808          2    3    8    3    4    10   3    5    3    6    10   
Vardas809           Pavarde809          4    3    2    3    5    4    1    3    9    6    6    
Vardas810           Pavarde810          9    1    4    7    9    5    7    10   8    5    4    
Vardas811           Pavarde811          1    4    7    7    9    10   9    5    10   3    4    
Vardas812           Pavarde812          4    2    6    10   10   4    2    10   1    8    8    
Vardas813           Pavarde813          2    5    1    3    8    8    4    4    3    9    3    
Vardas814           Pavarde814          5    5    3    6    10   7    4    10   2    3    10   
Vardas815           Pavarde815          3    5    7    6    3    4    9    6    7    4    1    
Vardas816           Pavarde816          9    9    4    7    2    2    7    2    6    3    7    
Vardas817           Pavarde817          3    1    3    2    2    9    4    10   2    10   9    
Vardas818           Pavarde818          7    6    8    1    2    10   3    3    2    8    2    
Vardas819           Pavarde819          7    8    5    2    10   8    6    5    6    4    6    
Vardas820           Pavarde820          1    3    10   8    6    5    1    2    1    9    5    
Vardas821           Pavarde821          7    3    7    9    6    4    1    8    1    10   4    
Vardas822           Pavarde822          10   4    2    2    3    5    2    2    5    2    7    
Vardas823           Pavarde823          9    8    3    7    2    1    7    6    2    9    6    
Vardas824           Pavarde824          4    6    3    1    7    8    3    4    9    4    5    
Vardas825           Pavarde825          2    2    3    4    5    4    8    1    6    2    9    
Vardas826           Pavarde826          3    7    7    6    9    7    8    1    6    7    9    
Vardas827           Pavarde827          9    5    6    3    7    8    3    8    2    1    8    
Vardas828           Pavarde828          8    7    10   2    9    10   7    2    2    1    10   
Vardas829           Pavarde829          9    2    6    10   3    4    1    2    5    8    3    
Vardas830           Pavarde830          8    4    7    5    1    2    1    4    1    5    9    
Vardas831           Pavarde831          7    10   4    3    3    7    1    3    8    6    7    
Vardas832           Pavarde832          8    7    4    6    1    9    4    2    10   9    7    
Vardas833           Pavarde833          9    3    1    9    10   10   1    8    9    2    1    
Vardas834           Pavarde834          8    8    3    4    3    5    8    6    1    10   4    
Vardas835           Pavarde835          6    5    10   8    10   1    5    7    9    10   1    
Vardas836           Pavarde836          9    2    3    7    10   2    6    9    2    5    7    
Vardas837           Pavarde837          6    9    1    9    10   1    10   9    1    3    1    
Vardas838           Pavarde838          8    2    5    4    3    8    9    10   9    4    7    
Vardas839           Pavarde839          5    5    9    10   4    9    1    8    5    8    9    
Vardas840           Pavarde840          7    1    7    3    1    7    4    4    10   3    2    
Vardas841           Pavarde841          6    2    10   9    10   8    5    9    4    4    3    
Vardas842           Pavarde842          7    2    8    2    6    7    1    9    10   2    10   
Vardas843           Pavarde843          2    7    9    2    10   2    9    7    10   10   2    
Vardas844           Pavarde844          7    3    10   1    1    9    7    4    8    4    4    
Vardas845           Pavarde845          8    4    5    6    7    2    10   1    2    2    7    
Vardas846           Pavarde846          2    2    8    6    7    4    2    2    3    10   1    
Vardas847           Pavarde847          6    5    1    5    3    2    4    3    7    1    3    
Vardas848           Pavarde848          5    6    2    7    6    9    1    2    4    4    1    
Vardas849           Pavarde849          1    10   6    5    3    5    10   9    4    5    2    
Vardas850           Pavarde850          8    3    10   3    6    1    8    7    3    5    5    
Vardas851           Pavarde851          1    1    7    2    5    7    4    8    4    5    8    
Vardas852           Pavarde852          2    1    6    7    10   7    8    2    9    6    3    
Vardas853           Pavarde853          3    8    4    8    1    6    5    4    10   8    1    
Vardas854           Pavarde854          1    9    10   2    8    5    2    2    10   7    1    
Vardas855           Pavarde855          5    4    7    6    3    5    2    3    3    5    4    
Vardas856           Pavarde856          1    10   3    3    9    2    10   9    10   7    4    
Vardas857           Pavarde857          7    2    5    1    8    5    5    10   8    7    5    
Vardas858           Pavarde858          2    3    9    4    1    1    1    10   7    6    4    
Vardas859           Pavarde859          6    3    9    1    7    5    4    8    2    3    4    
Vardas860           Pavarde860          1    5    8    7    9    10   10   1    6    1    3    
Vardas861           Pavarde861          2    1    3    9    5    10   4    1    4    8    4    
Vardas862           Pavarde862          10   1    4    9    9    6    3    5    7    6    7    
Vardas863           Pavarde863          7    10   5    6    5    9    2    5    3    4    10   
Vardas864           Pavarde864          6    4    3    1    8    1    8    4    8    5    5    
Vardas865           Pavarde865          10   10   5    8    4    8    5    4    10   2    2    
Vardas866           Pavarde866          1    10   5    7    4    7    6    4    7    1    5    
Vardas867           Pavarde867          2    5    6    3    8    5    4    5    2    5    10   
Vardas868           Pavarde868          3    4    4    8    2    1    7    9    7    8    8    
Vardas869           Pavarde869          10   7    2    4    2    3    7    6    5    8    6    
Vardas870           Pavarde870          7    6    8    10   8    10   10   6    2    6    1    
Vardas871           Pavarde871          10   5    2    8    1    5    9    10   6    8    3    
Vardas872           Pavarde872          9    3    9    6    9    10   8    4    3    7    1    
Vardas873           Pavarde873          1    6    10   8    2    10   2    3    4    10   6    
Vardas874           Pavarde874          7    3    9    10   2    6    9    4    3    10   4    
Vardas875           Pavarde875          2    1    9    2    3    10   6    9    10   5    2    
Vardas876           Pavarde876          1    3    10   5    2    4    5    7    4    9    6    
Vardas877           Pavarde877          8    4    2    1    1    9    1    4    3    5    8    
Vardas878           Pavarde878          3    3    10   7    5    6    7    6    10   10   7    
Vardas879           Pavarde879          8    10   1    1    3    6    9    9    2    4    5    
Vardas880           Pavarde880          10   7    5    1    1    1    9    7    7    10   10   
Vardas881           Pavarde881          2    4    6    7    2    7    8    9    9    6    8    
Vardas882           Pavarde882          7    3    7    7    5    6    8    6    1    7    7    
Vardas883           Pavarde883          2    4    2    5    1    9    9    5    6    6    10   
Vardas884           Pavarde884          6    1    4    5    1    10   5    4    4    5    1    
Vardas885           Pavarde885          9    8    6    5    8    8    3    4    6    9    6    
Vardas886           Pavarde886          3    5    9    4    9    5    4    2    6    1    5    
Vardas887           Pavarde887          1    8    6    8    3    10   3    3    4    1    8    
Vardas888           Pavarde888          5    7    6    3    5    2    6    4    9    2    8    
Vardas889           Pavarde889          6    3    8    1    2    6    9    9    9    1    9    
Vardas890           Pavarde890          1    7    10   4    5    4    1    4    2    8    4    
Vardas891           Pavarde891          1    1    6    5    3    2    5    4    1    4    1    
Vardas892           Pavarde892          6    2    8    3    7    9    5    9    8    10   7    
Vardas893           Pavarde893          4    9    4    2    7    10   6    4    9    1    3    
Vardas894           Pavarde894          3    3    3    5    6    3    5    5    8    10   10   
Vardas895           Pavarde895          8    9    9    9    7    8    5    5    5    10   2    
Vardas896           Pavarde896          6    8    8    2    6    3    10   8    1    2    10   
Vardas897           Pavarde897          6    7    6    10   6    8    7    10   1    3    9    
Vardas898           Pavarde898          4    3    7    8    3    6    6    1    6    8    3    
Vardas899           Pavarde899          3    6    3    7    2    8    3    6    4    5    4    
Vardas900           Pavarde900          3    9    9    3    5    4    5    8    8    3    4    
Vardas901           Pavarde901          1    8    3    3    10   10   2    1    2    6    10   
Vardas902           Pavarde902          6    6    5    6    7    5    8    7    6    1    1    
Vardas903           Pavarde903          3    6    4    6    2    9    2    7    1    4    8    
Vardas904           Pavarde904          4    5    7    10   3    3    4    7    2    10   3    
Vardas905           Pavarde905          8    2    1    8    9    10   7    8    2    2    1    
Vardas906           Pavarde906          1    6    1    7    3    5    7    10   2    4    3    
Vardas907           Pavarde907          3    4    7    5    10   4    1    9    8    7    1    
Vardas908           Pavarde908          9    8    4    5    5    5    10   10   3    6    5    
Vardas909           Pavarde909          10   2    4    6    8    4    7    10   7    1    10   
Vardas910           Pavarde910          6    5    1    7    4    10   9    4    9    2    5    
Vardas911           Pavarde911          7    3    2    7    1    10   3    4    4    5    2    
Vardas912           Pavarde912          1    10   7    6    10   7    1    9    3    3    9    
Vardas913           Pavarde913          9    3    1    10   10   5    3    10   6    7    3    
Vardas914           Pavarde914          7    5    10   1    9    2    1    4    3    8    5    
Vardas915           Pavarde915          7    8    7    4    9    2    2    5    10   2    7    
Vardas916           Pavarde916          7    1    10   5    10   2    2    9    5    2    8    
Vardas917           Pavarde917          5    8    9    9    5    6    7    4    4    9    3    
Vardas918           Pavarde918          7    5    2    4    4    2    5    6    6    7    4    
Vardas919           Pavarde919          1    5    7    2    10   8    5    3    7    2    5    
Vardas920           Pavarde920          7    10   5    5    4    4    7    10   5    5    10   
Vardas921           Pavarde921          8    5    8    6    5    10   2    5    2    2    3    
Vardas922           Pavarde922          10   6    1    8    7    6    2    1    5    7    6    
Vardas923           Pavarde923          6    4    4    10   3    10   1    5    1    9    6    
Vardas924           Pavarde924          7    2    4    7    8    9    6    10   1    6    2    
Vardas925           Pavarde925          1    7    1    7    4    10   6    2    8    6    10   
Vardas926           Pavarde926          8    10   8    4    10   3    2    2    10   10   2    
Vardas927           Pavarde927          7    6    9    4    6    10   5    10   6    9    8    
Vardas928           Pavarde928          3    8    3    4    3    5    6    4    1    4    2    
Vardas929           Pavarde929          7    2    1    8    3    10   5    6    8    5    4    
Vardas930           Pavarde930          5    9    2    8    7    3    1    2    5    10   5    
Vardas931           Pavarde931          3    10   8    4    2    4    10   7    7    9    5    
Vardas932           Pavarde932          10   2    8    7    7    7    10   8    8    4    10   
Vardas933           Pavarde933          3    2    6    6    2    3    7    8    4    5    9    
Vardas934           Pavarde934          6    8    1    4    4    10   7    8    1    2    5    
Vardas935           Pavarde935          2    8    2    4    5    3    9    7    4    1    9    
Vardas936           Pavarde936          9    8    10   7    10   8    10   6    6    3    1    
Vardas937           Pavarde937          6    1    5    10   5    3    8    9    10   7    7    
Vardas938           Pavarde938          7    6    9    9    9    5    7    3    5    9    8    
Vardas939           Pavarde939          5    5    7    8    8    7    10   10   6    4    10   
Vardas940           Pavarde940          10   4    9    4    5    2    6    2    8    6    8    
Vardas941           Pavarde941          1    10   6    8    1    2    7    5    5    3    4    
Vardas942           Pavarde942          10   6    4    8    3    2    6    1    8    2    2    
Vardas943           Pavarde943          4    8    1    6    7    4    4    9    5    6    4    
Vardas944           Pavarde944          10   6    1    8    8    3    3    7    1    6    6    
Vardas945           Pavarde945          7    6    3    10   8    10   7    2    4    2    6    
Vardas946           Pavarde946          8    9    8    2    10   10   2    6    5    5    5    
Vardas947           Pavarde947          10   1    4    2    6    2    6    1    10   1    2    
Vardas948           Pavarde948          9    3    2    3    10   5    3    2    10   9    2    
Vardas949           Pavarde949          8    4    7    8    6    8    7    4    3    6    10   
Vardas950           Pavarde950          5    6    7    9    7    1    4    9    5    9    1    
Vardas951           Pavarde951          7    8    9    3    4    1    2    7    3    8    1    
Vardas952           Pavarde952          6    9    7    6    2    8    10   1    5    7    9    
Vardas953           Pavarde953          6    3    5    2    8    2    2    5    2    10   5    
Vardas954           Pavarde954          7    4    1    3    10   5    3    3    4    8    8    
Vardas955           Pavarde955          9    2    4    7    10   1    9    2    2    1    3    
Vardas956           Pavarde956          6    7    5    2    2    4    10   3    5    7    4    
Vardas957           Pavarde957          8    5    8    5    3    4    7    7    10   5    10   
Vardas958           Pavarde958          5    10   5    8    6    4    8    2    3    1    4    
Vardas959           Pavarde959          8    5    7    2    6    9    1    6    6    9    3    
Vardas960           Pavarde960          1    6    5    4    7    1    6    10   7    1    3    
Vardas961           Pavarde961          2    8    1    9    3    5    8    1    10   1    3    
Vardas962           Pavarde962          1    1    4    4    6    10   7    1    8    9    3    
Vardas963           Pavarde963          10   4    6    8    10   1    9    10   5    2    8    
Vardas964           Pavarde964          4    3    5    1    4    4    9    2    5    7    8    
Vardas965           Pavarde965          7    9    9    5    1    9    8    6    8    6    7    
Vardas966           Pavarde966          3    5    1    7    5    4    9    9    3    3    4    
Vardas967           Pavarde967          9    9    9    7    1    9    9    8    6    4    9    
Vardas968           Pavarde968          5    2    10   2    4    1    2    8    2    10   1    
Vardas969           Pavarde969          5    6    8    8    1    10   2    7    7    5    6    
Vardas970           Pavarde970          5    7    6    10   5    6    6    9    2    6    4    
Vardas971           Pavarde971          2    8    8    8    3    9    5    9    10   6    6    
Vardas972           Pavarde972          8    9    1    1    5    1    2    2    8    3    3    
Vardas973           Pavarde973          10   6    8    9    6    7    9    9    8    8    10   
Vardas974           Pavarde974          7    9    4    6    9    8    2    10   6    5    10   
Vardas975           Pavarde975          7    9    8    3    4    7    6    3    5    10   8    
Vardas976           Pavarde976          7    5    2    5    1    5    3    6    4    3    3    
Vardas977           Pavarde977          1    10   3    3    3    2    2    2    2    6    9    
Vardas978           Pavarde978          6    9    6    2    1    3    9    2    7    9    3    
Vardas979           Pavarde979          1    9    8    7    10   3    10   1    2    6    1    
Vardas980           Pavarde980          7    3    10   5    3    1    6    9    2    5    7    
Vardas981           Pavarde981          4    3    6    10   7    8    3    3    1    9    10   
Vardas982           Pavarde982          5    7    2    9    9    4    5    9    1    6    7    
Vardas983           Pavarde983          9    2    7    5    10   4    2    1    4    9    10   
Vardas984           Pavarde984          8    1    1    8    2    10   5    10   9    6    4    
Vardas985           Pavarde985          2    2    3    8    4    10   1    4    8    10   6    
Vardas986           Pavarde986          8    2    8    4    8    1    1    2    1    2    9    
Vardas987           Pavarde987          8    1    1    2    8    9    8    5    10   7    7    
Vardas988           Pavarde988          1    6    3    8    9    2    9    6    7    3    2    
Vardas989           Pavarde989          5    6    4    7    6    4    7    9    8    3    3    
Vardas990           Pavarde990          8    6    8    9    7    7    4    10   8    6    2    
Vardas991           Pavarde991          9    8    4    8    8    4    2    4    9    10   6    
Vardas992           Pavarde992          8    9    7    3    7    3    7    3    8    9    3    
Vardas993           Pavarde993          3    6    6    10   9    8    1    9    7    7    8    
Vardas994           Pavarde994          9    10   1    8    8    2    6    8    7    4    9    
Vardas995           Pavarde995          10   7    4    6    5    6    3    7    4    8    6    
Vardas996           Pavarde996          2    4    3    10   4    4    2    6    6    8    9    
Vardas997           Pavarde997          1    3    9    4    10   3    5    7    9    3    8    
Vardas998           Pavarde998          4    9    7    7    7    9    6    1    10   9    5    
Vardas999           Pavarde999          10   9    7    8    2    8    6    1    3    2    7    
Vardas1000          Pavarde1000         2    7    7    6    3    4    10   10   10   9    5    
