Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas6287          Pavarde6287         3    1    3    9    3    1    4    10   2    2    2    
Vardas6288          Pavarde6288         10   4    3    1    4    3    8    6    3    2    10   
Vardas6289          Pavarde6289         7    10   5    7    10   10   5    7    9    9    6    
Vardas6290          Pavarde6290         5    6    9    3    3    6    5    3    2    5    3    
Vardas6291          Pavarde6291         2    2    6    6    10   1    2    6    10   2    8    
Vardas6292          Pavarde6292         3    5    4    2    2    7    5    8    9    7    6    
Vardas6293          Pavarde6293         3    3    10   9    7    9    8    3    1    6    6    
Vardas6294          Pavarde6294         8    10   5    2    1    3    6    6    5    10   1    
Vardas6295          Pavarde6295         8    9    7    3    1    2    8    2    5    1    3    
Vardas6296          Pavarde6296         3    2    10   2    7    6    3    10   5    8    10   
Vardas6297          Pavarde6297         5    5    10   7    5    4    1    4    7    10   3    
Vardas6298          Pavarde6298         6    7    7    6    4    9    4    9    10   1    9    
Vardas6299          Pavarde6299         10   4    8    3    4    6    7    6    9    5    5    
Vardas6300          Pavarde6300         10   4    1    10   3    2    2    9    3    4    10   
Vardas6301          Pavarde6301         5    9    5    10   5    5    2    7    9    10   6    
Vardas6302          Pavarde6302         10   1    3    1    6    10   8    4    3    9    1    
Vardas6303          Pavarde6303         8    2    5    6    10   7    8    6    2    10   5    
Vardas6304          Pavarde6304         6    6    7    3    4    2    1    8    7    9    7    
Vardas6305          Pavarde6305         9    3    3    6    2    10   2    1    5    6    10   
Vardas6306          Pavarde6306         5    4    8    10   10   10   4    1    10   4    5    
Vardas6307          Pavarde6307         4    3    7    1    2    3    2    4    2    1    1    
Vardas6308          Pavarde6308         9    5    3    5    8    10   6    5    9    8    5    
Vardas6309          Pavarde6309         1    1    2    2    3    7    6    3    9    9    2    
Vardas6310          Pavarde6310         2    7    3    5    4    5    9    8    9    6    4    
Vardas6311          Pavarde6311         1    6    1    4    6    8    7    1    9    10   10   
Vardas6312          Pavarde6312         1    7    1    8    5    10   4    3    5    1    5    
Vardas6313          Pavarde6313         3    4    2    7    1    6    8    2    4    7    4    
Vardas6314          Pavarde6314         9    6    5    9    9    7    4    2    4    9    8    
Vardas6315          Pavarde6315         4    6    7    7    9    1    1    4    6    9    9    
Vardas6316          Pavarde6316         2    8    4    2    3    7    8    2    4    8    4    
Vardas6317          Pavarde6317         8    5    9    6    9    6    4    2    7    1    4    
Vardas6318          Pavarde6318         8    9    1    10   1    1    9    4    7    3    6    
Vardas6319          Pavarde6319         10   5    3    8    4    7    10   1    2    4    4    
Vardas6320          Pavarde6320         6    3    10   9    8    7    9    1    3    10   1    
Vardas6321          Pavarde6321         10   4    7    1    4    9    10   7    3    2    9    
Vardas6322          Pavarde6322         3    8    7    9    8    4    7    9    4    4    6    
Vardas6323          Pavarde6323         1    8    5    6    6    6    7    10   3    1    9    
Vardas6324          Pavarde6324         2    9    5    8    10   7    7    6    6    2    5    
Vardas6325          Pavarde6325         6    1    1    8    4    10   6    2    9    10   6    
Vardas6326          Pavarde6326         8    10   3    4    7    6    6    6    1    8    5    
Vardas6327          Pavarde6327         8    7    8    4    10   9    6    3    10   1    6    
Vardas6328          Pavarde6328         5    7    4    10   6    4    5    4    3    3    4    
Vardas6329          Pavarde6329         8    8    4    9    2    1    4    10   2    8    7    
Vardas6330          Pavarde6330         4    4    7    1    6    6    2    7    4    6    8    
Vardas6331          Pavarde6331         4    3    6    4    1    8    1    1    9    10   6    
Vardas6332          Pavarde6332         8    7    8    1    5    4    9    5    3    9    9    
Vardas6333          Pavarde6333         7    8    9    8    5    9    10   7    2    10   9    
Vardas6334          Pavarde6334         3    2    4    2    7    8    10   3    4    9    1    
Vardas6335          Pavarde6335         5    7    3    1    8    2    4    6    5    5    7    
Vardas6336          Pavarde6336         5    7    9    5    4    4    10   4    1    5    6    
Vardas6337          Pavarde6337         9    1    4    5    3    10   3    6    1    4    3    
Vardas6338          Pavarde6338         1    6    8    5    1    9    8    4    9    1    10   
Vardas6339          Pavarde6339         10   10   4    1    2    4    8    8    9    9    7    
Vardas6340          Pavarde6340         9    2    1    4    4    4    10   10   6    3    6    
Vardas6341          Pavarde6341         10   2    10   2    9    7    10   7    1    9    1    
Vardas6342          Pavarde6342         1    3    4    7    10   5    10   10   9    1    6    
Vardas6343          Pavarde6343         8    5    4    4    1    2    7    3    10   3    10   
Vardas6344          Pavarde6344         3    10   1    8    1    6    1    4    8    5    1    
Vardas6345          Pavarde6345         1    2    2    6    4    2    6    4    8    9    8    
Vardas6346          Pavarde6346         10   5    10   1    2    8    5    4    4    8    4    
Vardas6347          Pavarde6347         8    6    8    3    4    10   10   10   1    3    8    
Vardas6348          Pavarde6348         4    8    3    7    10   4    5    1    2    2    1    
Vardas6349          Pavarde6349         6    9    5    9    6    1    8    4    1    9    9    
Vardas6350          Pavarde6350         3    1    3    5    9    8    10   1    1    1    2    
Vardas6351          Pavarde6351         3    9    5    6    6    1    9    3    10   8    9    
Vardas6352          Pavarde6352         2    8    2    7    1    7    4    6    10   2    4    
Vardas6353          Pavarde6353         9    10   3    8    8    9    4    8    6    10   10   
Vardas6354          Pavarde6354         3    6    2    10   6    2    3    7    5    9    1    
Vardas6355          Pavarde6355         9    4    6    3    7    2    9    2    1    9    7    
Vardas6356          Pavarde6356         6    3    2    4    7    9    1    3    4    4    10   
Vardas6357          Pavarde6357         2    8    7    9    3    5    9    3    4    4    1    
Vardas6358          Pavarde6358         9    7    8    7    5    6    7    5    8    2    3    
Vardas6359          Pavarde6359         8    6    10   6    3    7    8    7    2    2    5    
Vardas6360          Pavarde6360         7    10   7    3    7    3    3    7    3    3    7    
Vardas6361          Pavarde6361         2    7    1    8    4    2    6    5    10   10   6    
Vardas6362          Pavarde6362         6    4    7    3    2    7    8    5    10   4    10   
Vardas6363          Pavarde6363         3    4    6    5    9    2    4    4    3    7    7    
Vardas6364          Pavarde6364         9    10   1    6    1    10   8    2    1    10   9    
Vardas6365          Pavarde6365         1    4    6    4    10   7    2    3    5    8    3    
Vardas6366          Pavarde6366         6    1    7    3    4    4    9    10   4    6    4    
Vardas6367          Pavarde6367         4    7    2    8    6    4    2    7    8    6    10   
Vardas6368          Pavarde6368         9    5    8    5    6    4    7    5    8    2    2    
Vardas6369          Pavarde6369         2    7    1    6    9    6    1    3    10   6    2    
Vardas6370          Pavarde6370         1    5    8    1    8    4    2    7    3    3    3    
Vardas6371          Pavarde6371         6    9    5    9    1    6    10   6    9    1    9    
Vardas6372          Pavarde6372         8    5    5    8    7    1    4    7    3    1    9    
Vardas6373          Pavarde6373         3    7    3    2    10   6    9    4    5    2    2    
Vardas6374          Pavarde6374         6    10   9    4    4    9    2    10   2    6    3    
Vardas6375          Pavarde6375         2    5    5    2    9    2    8    1    10   5    8    
Vardas6376          Pavarde6376         10   10   5    4    6    7    8    4    5    3    7    
Vardas6377          Pavarde6377         5    10   7    7    2    6    4    4    1    4    3    
Vardas6378          Pavarde6378         7    4    5    2    8    6    7    4    4    8    7    
Vardas6379          Pavarde6379         3    10   8    2    6    4    10   2    4    8    1    
Vardas6380          Pavarde6380         4    3    7    3    3    4    3    9    5    9    9    
Vardas6381          Pavarde6381         3    2    9    10   3    9    8    9    9    8    10   
Vardas6382          Pavarde6382         7    7    10   3    9    9    1    1    7    6    8    
Vardas6383          Pavarde6383         8    6    2    4    9    5    6    2    2    4    6    
Vardas6384          Pavarde6384         1    1    1    9    5    9    1    3    6    8    3    
Vardas6385          Pavarde6385         1    1    1    6    7    1    5    10   8    3    3    
Vardas6386          Pavarde6386         10   9    9    10   3    9    6    3    1    7    9    
Vardas6387          Pavarde6387         10   1    9    1    7    1    6    5    4    8    7    
Vardas6388          Pavarde6388         3    10   5    9    4    7    3    4    7    5    7    
Vardas6389          Pavarde6389         9    8    3    10   7    2    9    6    4    1    3    
Vardas6390          Pavarde6390         10   10   8    7    5    8    5    9    5    2    8    
Vardas6391          Pavarde6391         9    6    1    8    1    7    5    8    2    10   8    
Vardas6392          Pavarde6392         8    7    8    8    6    9    9    2    6    2    5    
Vardas6393          Pavarde6393         8    4    10   1    8    10   4    7    2    3    2    
Vardas6394          Pavarde6394         8    10   4    4    5    5    3    9    2    7    5    
Vardas6395          Pavarde6395         6    8    6    4    10   1    1    4    7    10   8    
Vardas6396          Pavarde6396         7    5    10   2    9    6    2    1    2    8    6    
Vardas6397          Pavarde6397         1    2    2    4    3    2    2    10   8    5    8    
Vardas6398          Pavarde6398         3    1    10   10   5    9    1    3    5    10   4    
Vardas6399          Pavarde6399         3    3    7    1    2    1    8    10   3    10   6    
Vardas6400          Pavarde6400         4    10   8    1    5    4    4    4    2    4    5    
Vardas6401          Pavarde6401         1    2    10   10   2    6    9    4    4    10   3    
Vardas6402          Pavarde6402         10   6    6    2    7    4    5    2    3    9    9    
Vardas6403          Pavarde6403         4    6    9    2    1    6    1    5    3    1    3    
Vardas6404          Pavarde6404         1    6    1    2    9    1    10   10   1    2    6    
Vardas6405          Pavarde6405         1    2    5    2    7    3    8    6    4    10   3    
Vardas6406          Pavarde6406         2    9    4    2    1    1    7    1    4    10   8    
Vardas6407          Pavarde6407         3    6    5    8    8    2    4    9    8    6    4    
Vardas6408          Pavarde6408         9    1    1    4    7    5    9    7    9    10   3    
Vardas6409          Pavarde6409         9    9    2    10   7    8    4    2    8    7    3    
Vardas6410          Pavarde6410         5    7    4    2    10   8    1    6    4    2    4    
Vardas6411          Pavarde6411         2    2    7    7    4    1    6    10   6    2    5    
Vardas6412          Pavarde6412         7    6    4    5    4    1    3    10   8    7    9    
Vardas6413          Pavarde6413         6    4    10   1    10   5    3    7    1    8    9    
Vardas6414          Pavarde6414         2    2    10   5    3    9    3    2    5    1    2    
Vardas6415          Pavarde6415         9    2    4    5    4    4    6    4    6    9    3    
Vardas6416          Pavarde6416         2    8    8    8    3    10   4    6    3    7    4    
Vardas6417          Pavarde6417         5    4    9    3    9    2    4    7    4    4    9    
Vardas6418          Pavarde6418         6    10   4    8    10   6    7    7    7    8    4    
Vardas6419          Pavarde6419         3    1    2    5    10   1    1    1    4    2    10   
Vardas6420          Pavarde6420         5    6    10   4    7    5    4    10   6    1    4    
Vardas6421          Pavarde6421         6    5    3    10   8    3    3    2    4    6    8    
Vardas6422          Pavarde6422         5    3    6    8    10   9    8    10   7    1    2    
Vardas6423          Pavarde6423         3    10   4    8    7    9    8    7    1    7    6    
Vardas6424          Pavarde6424         2    5    5    9    1    10   1    10   4    3    10   
Vardas6425          Pavarde6425         1    5    5    4    6    7    8    5    4    3    9    
Vardas6426          Pavarde6426         6    9    4    1    7    1    10   9    2    10   6    
Vardas6427          Pavarde6427         3    1    5    7    3    7    6    3    3    9    4    
Vardas6428          Pavarde6428         6    8    2    10   2    10   3    7    8    7    7    
Vardas6429          Pavarde6429         9    8    7    2    1    9    6    5    2    2    8    
Vardas6430          Pavarde6430         2    7    4    9    4    4    2    8    7    6    1    
Vardas6431          Pavarde6431         10   1    1    1    9    6    7    4    6    5    10   
Vardas6432          Pavarde6432         7    6    7    2    6    9    7    6    8    6    3    
Vardas6433          Pavarde6433         1    8    3    2    1    7    3    2    3    4    9    
Vardas6434          Pavarde6434         3    2    9    5    5    2    3    9    5    6    7    
Vardas6435          Pavarde6435         5    9    7    4    10   4    3    6    9    3    6    
Vardas6436          Pavarde6436         9    9    8    8    6    4    9    6    6    10   5    
Vardas6437          Pavarde6437         1    7    8    8    10   1    10   9    6    9    10   
Vardas6438          Pavarde6438         8    7    9    9    1    7    9    2    2    10   6    
Vardas6439          Pavarde6439         1    9    1    4    6    7    4    4    2    4    5    
Vardas6440          Pavarde6440         9    10   3    9    1    10   4    4    1    10   9    
Vardas6441          Pavarde6441         8    1    9    5    9    9    3    3    7    3    9    
Vardas6442          Pavarde6442         10   9    5    10   4    1    6    10   8    8    7    
Vardas6443          Pavarde6443         5    6    7    3    1    5    1    7    9    5    3    
Vardas6444          Pavarde6444         5    9    2    1    4    7    1    7    8    7    7    
Vardas6445          Pavarde6445         2    9    1    2    8    6    7    4    1    4    6    
Vardas6446          Pavarde6446         9    6    6    7    6    10   6    4    6    2    7    
Vardas6447          Pavarde6447         9    3    8    6    7    10   10   10   2    6    4    
Vardas6448          Pavarde6448         1    2    2    3    10   8    6    8    6    4    2    
Vardas6449          Pavarde6449         10   2    3    6    3    2    5    2    9    10   8    
Vardas6450          Pavarde6450         9    8    6    6    9    7    2    6    10   3    9    
Vardas6451          Pavarde6451         10   9    10   8    8    5    3    3    7    4    4    
Vardas6452          Pavarde6452         3    10   4    6    1    9    2    6    2    2    9    
Vardas6453          Pavarde6453         5    7    9    3    8    4    8    6    3    1    8    
Vardas6454          Pavarde6454         2    9    9    7    10   5    3    10   4    4    8    
Vardas6455          Pavarde6455         8    8    2    1    5    5    5    5    9    7    2    
Vardas6456          Pavarde6456         1    5    8    2    10   10   5    2    4    4    10   
Vardas6457          Pavarde6457         8    6    4    1    9    9    5    1    5    1    9    
Vardas6458          Pavarde6458         9    10   9    4    8    10   6    3    7    9    6    
Vardas6459          Pavarde6459         9    8    1    2    6    10   7    4    3    1    1    
Vardas6460          Pavarde6460         9    1    6    9    7    6    1    9    5    4    4    
Vardas6461          Pavarde6461         10   2    7    10   3    1    9    8    5    2    5    
Vardas6462          Pavarde6462         2    8    10   5    5    10   4    8    5    9    10   
Vardas6463          Pavarde6463         7    6    4    1    7    1    7    10   5    5    3    
Vardas6464          Pavarde6464         10   2    9    2    5    9    5    8    4    6    3    
Vardas6465          Pavarde6465         5    7    6    2    8    10   10   7    6    8    2    
Vardas6466          Pavarde6466         9    10   7    2    1    9    10   7    7    1    7    
Vardas6467          Pavarde6467         8    7    6    8    10   10   7    1    9    2    9    
Vardas6468          Pavarde6468         6    1    10   2    10   6    6    9    7    10   1    
Vardas6469          Pavarde6469         7    9    8    3    4    8    5    10   6    7    3    
Vardas6470          Pavarde6470         5    1    4    10   10   10   4    9    8    8    3    
Vardas6471          Pavarde6471         2    2    8    9    9    8    9    9    7    10   5    
Vardas6472          Pavarde6472         8    9    5    2    8    8    3    4    1    1    6    
Vardas6473          Pavarde6473         1    10   10   8    1    8    3    9    9    8    2    
Vardas6474          Pavarde6474         10   8    3    4    10   8    5    2    9    10   5    
Vardas6475          Pavarde6475         7    4    2    2    9    1    3    6    7    6    6    
Vardas6476          Pavarde6476         6    1    4    2    6    8    7    4    9    1    9    
Vardas6477          Pavarde6477         4    7    1    5    4    9    7    1    4    1    6    
Vardas6478          Pavarde6478         10   2    5    9    6    1    7    8    8    2    8    
Vardas6479          Pavarde6479         10   3    9    3    5    9    2    5    10   4    4    
Vardas6480          Pavarde6480         1    5    3    3    2    4    6    5    10   5    9    
Vardas6481          Pavarde6481         7    3    5    5    8    5    7    9    5    5    8    
Vardas6482          Pavarde6482         8    1    4    10   2    1    3    8    9    1    1    
Vardas6483          Pavarde6483         2    3    3    2    9    10   7    4    7    6    1    
Vardas6484          Pavarde6484         8    8    10   8    9    3    9    9    5    10   5    
Vardas6485          Pavarde6485         4    4    2    6    2    9    10   6    10   4    6    
Vardas6486          Pavarde6486         2    9    7    1    1    3    4    5    4    2    7    
Vardas6487          Pavarde6487         6    6    10   4    2    10   7    6    3    3    5    
Vardas6488          Pavarde6488         7    7    6    6    5    7    2    5    10   2    4    
Vardas6489          Pavarde6489         9    4    1    9    1    4    6    3    4    4    4    
Vardas6490          Pavarde6490         2    2    1    2    3    5    9    3    6    2    3    
Vardas6491          Pavarde6491         10   9    6    1    5    3    5    5    1    9    6    
Vardas6492          Pavarde6492         7    8    7    4    8    10   8    5    6    9    4    
Vardas6493          Pavarde6493         10   1    4    10   9    4    1    5    4    2    5    
Vardas6494          Pavarde6494         1    5    9    7    5    2    8    5    2    8    10   
Vardas6495          Pavarde6495         3    2    7    9    7    8    10   7    4    1    10   
Vardas6496          Pavarde6496         8    4    5    9    6    3    1    5    5    5    9    
Vardas6497          Pavarde6497         3    6    7    10   8    1    4    7    10   8    2    
Vardas6498          Pavarde6498         1    5    3    2    5    2    3    4    4    4    10   
Vardas6499          Pavarde6499         3    2    3    1    1    2    3    5    5    4    5    
Vardas6500          Pavarde6500         9    2    7    9    10   9    10   10   7    3    9    
Vardas6501          Pavarde6501         3    1    1    1    9    3    10   5    10   2    8    
Vardas6502          Pavarde6502         8    5    5    6    7    5    4    5    4    3    4    
Vardas6503          Pavarde6503         10   2    4    4    10   5    1    3    1    10   1    
Vardas6504          Pavarde6504         9    3    3    6    3    9    5    2    2    2    3    
Vardas6505          Pavarde6505         3    1    9    2    1    4    4    1    5    9    6    
Vardas6506          Pavarde6506         4    9    5    2    3    7    9    2    10   8    3    
Vardas6507          Pavarde6507         7    3    5    8    7    9    7    8    10   10   9    
Vardas6508          Pavarde6508         9    8    6    10   7    6    8    5    1    9    4    
Vardas6509          Pavarde6509         5    2    3    2    9    3    9    1    5    6    10   
Vardas6510          Pavarde6510         9    4    10   5    9    7    7    2    4    3    1    
Vardas6511          Pavarde6511         3    4    4    6    6    8    7    6    8    7    2    
Vardas6512          Pavarde6512         7    1    1    7    2    5    4    8    6    5    7    
Vardas6513          Pavarde6513         9    1    4    4    10   7    3    4    6    8    1    
Vardas6514          Pavarde6514         5    10   2    4    8    7    4    2    5    5    10   
Vardas6515          Pavarde6515         7    3    2    2    3    8    10   9    2    8    2    
Vardas6516          Pavarde6516         4    1    1    6    7    9    8    6    1    10   1    
Vardas6517          Pavarde6517         2    5    3    10   1    2    1    2    8    10   2    
Vardas6518          Pavarde6518         10   4    1    6    8    7    8    8    10   7    5    
Vardas6519          Pavarde6519         3    8    5    9    2    4    7    5    3    8    6    
Vardas6520          Pavarde6520         3    6    5    1    10   8    8    7    1    2    5    
Vardas6521          Pavarde6521         7    4    10   8    7    2    1    6    5    4    7    
Vardas6522          Pavarde6522         9    7    5    9    6    5    9    7    4    2    2    
Vardas6523          Pavarde6523         10   8    3    5    1    7    1    2    3    3    1    
Vardas6524          Pavarde6524         1    8    2    10   7    2    3    2    6    8    1    
Vardas6525          Pavarde6525         8    10   3    4    2    10   7    9    8    8    6    
Vardas6526          Pavarde6526         9    4    7    6    7    7    1    6    2    10   9    
Vardas6527          Pavarde6527         6    7    7    1    3    4    7    7    9    5    4    
Vardas6528          Pavarde6528         2    1    10   6    9    4    9    9    2    4    1    
Vardas6529          Pavarde6529         2    6    4    1    7    4    1    5    2    8    3    
Vardas6530          Pavarde6530         4    10   10   3    3    5    3    7    1    9    1    
Vardas6531          Pavarde6531         2    2    1    7    9    7    7    1    7    2    7    
Vardas6532          Pavarde6532         3    10   10   2    6    7    3    1    4    5    4    
Vardas6533          Pavarde6533         2    4    1    10   6    3    2    4    2    6    10   
Vardas6534          Pavarde6534         4    2    3    7    4    6    3    4    9    1    4    
Vardas6535          Pavarde6535         6    1    10   9    5    6    8    8    9    3    10   
Vardas6536          Pavarde6536         8    5    3    8    9    7    3    3    1    9    8    
Vardas6537          Pavarde6537         9    7    4    3    1    10   10   3    6    3    4    
Vardas6538          Pavarde6538         2    3    9    10   1    3    8    8    9    2    5    
Vardas6539          Pavarde6539         4    10   4    10   1    5    3    4    10   9    4    
Vardas6540          Pavarde6540         5    3    6    4    1    9    8    8    1    1    8    
Vardas6541          Pavarde6541         9    8    9    1    6    4    6    6    4    7    2    
Vardas6542          Pavarde6542         5    7    10   5    6    7    8    9    2    3    1    
Vardas6543          Pavarde6543         9    3    2    8    3    3    3    5    1    9    6    
Vardas6544          Pavarde6544         9    10   2    1    5    5    6    10   10   8    3    
Vardas6545          Pavarde6545         1    7    8    2    6    2    7    6    8    2    1    
Vardas6546          Pavarde6546         3    8    3    8    6    10   2    9    6    6    5    
Vardas6547          Pavarde6547         4    4    8    4    10   5    10   8    4    5    3    
Vardas6548          Pavarde6548         4    7    10   9    10   7    3    7    1    4    1    
Vardas6549          Pavarde6549         2    9    2    10   7    9    3    6    1    6    7    
Vardas6550          Pavarde6550         2    3    10   9    5    6    4    5    2    9    1    
Vardas6551          Pavarde6551         1    5    2    4    9    7    6    4    5    2    9    
Vardas6552          Pavarde6552         6    10   2    6    1    1    5    1    2    4    7    
Vardas6553          Pavarde6553         2    3    5    6    4    3    2    6    9    4    4    
Vardas6554          Pavarde6554         8    6    8    5    9    9    9    9    5    5    10   
Vardas6555          Pavarde6555         6    8    7    9    6    8    6    8    3    10   5    
Vardas6556          Pavarde6556         5    1    4    3    3    10   7    7    2    1    5    
Vardas6557          Pavarde6557         8    2    10   6    2    10   7    2    9    8    5    
Vardas6558          Pavarde6558         1    8    6    5    3    9    4    7    3    9    6    
Vardas6559          Pavarde6559         2    10   9    8    4    2    9    10   5    3    4    
Vardas6560          Pavarde6560         10   6    2    4    4    5    5    9    9    9    4    
Vardas6561          Pavarde6561         1    5    10   1    8    2    7    8    6    10   1    
Vardas6562          Pavarde6562         1    10   4    10   10   5    10   3    7    5    4    
Vardas6563          Pavarde6563         8    4    3    1    2    7    2    5    10   3    8    
Vardas6564          Pavarde6564         8    3    9    3    7    10   9    7    8    7    2    
Vardas6565          Pavarde6565         2    6    3    10   5    6    4    7    9    2    3    
Vardas6566          Pavarde6566         1    8    3    10   3    7    8    9    1    1    1    
Vardas6567          Pavarde6567         9    1    6    9    7    4    1    2    3    1    3    
Vardas6568          Pavarde6568         2    3    3    3    10   1    1    2    6    5    3    
Vardas6569          Pavarde6569         8    1    9    7    3    4    7    5    7    6    8    
Vardas6570          Pavarde6570         8    1    2    4    5    9    6    4    4    9    8    
Vardas6571          Pavarde6571         7    1    2    8    5    10   3    8    2    7    10   
Vardas6572          Pavarde6572         2    8    6    3    6    2    5    4    6    7    3    
Vardas6573          Pavarde6573         9    5    6    2    2    2    4    8    8    1    1    
Vardas6574          Pavarde6574         6    4    3    3    7    10   5    2    8    3    4    
Vardas6575          Pavarde6575         4    8    9    2    2    6    7    8    9    2    7    
Vardas6576          Pavarde6576         5    10   5    4    3    4    4    4    1    8    7    
Vardas6577          Pavarde6577         1    2    4    1    8    2    3    8    3    7    5    
Vardas6578          Pavarde6578         4    8    4    6    10   1    9    7    4    5    8    
Vardas6579          Pavarde6579         9    10   2    3    9    10   10   9    7    3    7    
Vardas6580          Pavarde6580         7    8    10   7    5    2    6    1    8    6    9    
Vardas6581          Pavarde6581         8    7    8    2    2    8    4    7    10   4    10   
Vardas6582          Pavarde6582         2    9    6    6    1    4    2    6    6    6    4    
Vardas6583          Pavarde6583         10   8    4    8    2    3    3    7    3    1    10   
Vardas6584          Pavarde6584         9    5    5    8    4    1    8    2    1    10   2    
Vardas6585          Pavarde6585         9    7    6    4    8    1    9    3    4    10   5    
Vardas6586          Pavarde6586         1    3    6    3    5    4    2    1    7    8    3    
Vardas6587          Pavarde6587         10   1    10   4    7    2    3    7    6    1    9    
Vardas6588          Pavarde6588         9    8    1    8    10   1    1    9    9    10   3    
Vardas6589          Pavarde6589         4    9    2    2    8    5    2    2    9    9    8    
Vardas6590          Pavarde6590         2    7    9    6    9    9    9    7    7    1    8    
Vardas6591          Pavarde6591         9    7    8    3    8    10   2    9    6    10   7    
Vardas6592          Pavarde6592         1    5    9    8    5    7    1    6    1    10   1    
Vardas6593          Pavarde6593         5    2    9    2    2    10   2    4    9    10   7    
Vardas6594          Pavarde6594         7    2    6    1    4    3    7    8    4    10   10   
Vardas6595          Pavarde6595         6    7    3    2    1    10   9    8    7    8    7    
Vardas6596          Pavarde6596         5    9    6    2    8    9    5    7    10   9    1    
Vardas6597          Pavarde6597         4    1    1    2    5    7    7    1    10   9    5    
Vardas6598          Pavarde6598         9    9    6    3    3    3    4    4    1    9    8    
Vardas6599          Pavarde6599         9    9    5    1    1    5    2    2    5    2    1    
Vardas6600          Pavarde6600         4    3    1    2    9    3    9    6    3    9    4    
Vardas6601          Pavarde6601         3    9    10   3    4    10   7    6    7    4    8    
Vardas6602          Pavarde6602         3    2    3    7    9    2    4    7    9    5    1    
Vardas6603          Pavarde6603         4    6    1    10   9    5    8    4    8    2    3    
Vardas6604          Pavarde6604         3    4    7    1    2    5    6    3    5    5    10   
Vardas6605          Pavarde6605         5    9    10   5    6    2    10   2    9    5    9    
Vardas6606          Pavarde6606         8    6    5    2    10   3    2    1    5    8    9    
Vardas6607          Pavarde6607         2    3    8    10   7    4    3    9    3    6    5    
Vardas6608          Pavarde6608         6    1    9    4    3    1    10   7    5    5    7    
Vardas6609          Pavarde6609         2    6    1    3    7    7    6    2    10   10   8    
Vardas6610          Pavarde6610         6    4    1    8    6    7    1    4    1    1    10   
Vardas6611          Pavarde6611         7    3    3    4    2    9    6    5    5    3    5    
Vardas6612          Pavarde6612         9    3    4    2    4    8    8    8    5    2    9    
Vardas6613          Pavarde6613         2    5    7    4    1    1    9    9    4    7    9    
Vardas6614          Pavarde6614         6    1    1    9    4    4    3    3    1    8    2    
Vardas6615          Pavarde6615         3    7    10   4    2    9    3    8    5    10   3    
Vardas6616          Pavarde6616         10   5    10   6    8    2    4    3    5    10   7    
Vardas6617          Pavarde6617         8    4    5    6    2    4    10   6    3    7    10   
Vardas6618          Pavarde6618         9    3    9    5    6    6    5    6    2    4    5    
Vardas6619          Pavarde6619         1    5    4    2    9    10   2    7    4    1    1    
Vardas6620          Pavarde6620         1    6    5    8    10   7    8    1    1    3    9    
Vardas6621          Pavarde6621         10   5    6    8    2    5    10   6    1    10   5    
Vardas6622          Pavarde6622         3    8    1    1    3    6    5    6    3    7    7    
Vardas6623          Pavarde6623         1    10   5    1    3    8    2    5    1    10   5    
Vardas6624          Pavarde6624         4    10   5    3    4    6    8    5    7    10   10   
Vardas6625          Pavarde6625         5    6    5    3    8    5    10   3    8    5    7    
Vardas6626          Pavarde6626         3    9    10   1    1    8    9    4    4    5    5    
Vardas6627          Pavarde6627         8    10   4    4    4    9    2    5    6    3    9    
Vardas6628          Pavarde6628         7    1    8    6    4    2    3    7    2    9    1    
Vardas6629          Pavarde6629         3    3    6    3    7    1    3    9    3    10   2    
Vardas6630          Pavarde6630         5    6    10   10   1    5    6    6    5    2    4    
Vardas6631          Pavarde6631         1    5    3    1    1    7    4    5    2    1    7    
Vardas6632          Pavarde6632         10   7    7    3    4    1    9    7    9    1    7    
Vardas6633          Pavarde6633         1    6    7    9    8    7    6    8    9    6    4    
Vardas6634          Pavarde6634         7    5    6    4    1    7    7    7    5    9    6    
Vardas6635          Pavarde6635         10   6    7    8    5    2    3    5    1    7    4    
Vardas6636          Pavarde6636         7    3    10   4    4    9    4    5    8    2    9    
Vardas6637          Pavarde6637         4    5    7    8    2    7    1    6    7    7    10   
Vardas6638          Pavarde6638         4    4    5    4    8    3    6    4    9    7    1    
Vardas6639          Pavarde6639         5    4    10   7    8    6    10   9    10   9    6    
Vardas6640          Pavarde6640         1    3    1    7    4    3    3    5    4    2    10   
Vardas6641          Pavarde6641         8    4    9    5    5    7    3    2    10   8    10   
Vardas6642          Pavarde6642         4    6    7    3    4    1    10   6    3    7    10   
Vardas6643          Pavarde6643         6    4    2    1    7    4    7    3    1    9    2    
Vardas6644          Pavarde6644         1    5    3    3    8    7    1    8    7    2    8    
Vardas6645          Pavarde6645         5    8    7    8    10   6    10   10   8    4    9    
Vardas6646          Pavarde6646         5    9    6    10   2    7    8    6    9    2    6    
Vardas6647          Pavarde6647         8    6    1    3    2    6    3    2    3    3    3    
Vardas6648          Pavarde6648         1    6    10   1    8    3    1    5    3    6    10   
Vardas6649          Pavarde6649         10   1    2    2    2    6    2    4    10   10   3    
Vardas6650          Pavarde6650         5    8    5    6    3    4    2    4    2    1    10   
Vardas6651          Pavarde6651         3    5    8    5    2    8    3    6    8    8    2    
Vardas6652          Pavarde6652         7    1    2    10   3    8    9    4    6    5    7    
